manufacturer,model,price,year,condition,cylinders,fuel,odometer,transmission,odometer_km
Toyota,Rav4,8995,2007,,,gas,138195.0,automatic,222402
Honda,Civic,8495,2007,,,gas,66490.0,automatic,107005
Honda,Civic,6995,2009,,,gas,113182.0,automatic,182148
Toyota,Prius,10970,2012,,,gas,77429.0,automatic,124609
Honda,Civic,3500,1998,good,4 ,gas,165000.0,manual,265541
Toyota,Rav4 Suv,19999,2017,excellent,4 ,gas,43000.0,automatic,69201
Honda,Odyssey Ex-L,12488,2012,excellent,6 ,gas,126255.0,automatic,203187
Toyota,Rav4,7995,2009,,,gas,175332.0,automatic,282168
Honda,Accord,14995,2014,,,gas,137004.0,automatic,220486
Honda,Civic,6995,2008,,,gas,115988.0,automatic,186664
Toyota,Camry Hybrid Xle Sedan 4D,16590,2014,good,,gas,82584.0,other,132905
Toyota,Camry Le Sedan 4D,18590,2017,good,,gas,30223.0,other,48639
Honda,Odyssey,6495,2007,,,gas,151436.0,automatic,243712
Honda,Cr-V,6495,2009,,,gas,182606.0,automatic,293875
Toyota,Tacoma Access Cab Sr5,25990,2016,good,,other,79393.0,other,127770
Toyota,Tacoma Access Cab Sr5,26990,2020,good,,gas,8625.0,other,13880
Honda,Pilot,8995,2009,,,gas,178612.0,automatic,287447
Toyota,Sienna,7995,2008,,,gas,161721.0,automatic,260264
Honda,Odyssey,7995,2009,,,gas,144712.0,automatic,232890
Honda,Odyssey,4995,2009,,,gas,189702.0,automatic,305295
Honda,Accord,6495,2009,,,gas,139460.0,automatic,224438
Toyota,Rav4,14999,2013,excellent,4 ,gas,87644.0,automatic,141048
Toyota,Scion Iq,7495,2012,,,gas,79277.0,automatic,127583
Honda,Odyssey,5995,2008,,,gas,152613.0,automatic,245606
Toyota,4-Runner,19980,2012,,,gas,120000.0,automatic,193120
Toyota,Prius V,9980,2014,,,other,124125.0,automatic,199759
Honda,Cr-V,13980,2013,,,gas,116000.0,automatic,186683
Toyota,Corolla,10980,2015,,,gas,136000.0,automatic,218870
Honda,Fit,6995,2009,,,gas,128717.0,automatic,207149
Honda,Hr-V,13900,2017,excellent,4 ,gas,64700.0,automatic,104124
Honda,Accord,7495,2009,,,gas,148310.0,automatic,238681
Toyota,Avalon Limited,17988,2013,excellent,6 ,gas,59914.0,automatic,96421
Toyota,Tacoma Double Cab,30990,2015,good,6 ,gas,34375.0,other,55321
Toyota,Prius,8320,2010,good,4 ,hybrid,116334.0,automatic,187220
Toyota,Camery Le,4900,2003,excellent,6 ,gas,89000.0,automatic,143231
Honda,Civic Si Coupe 2D,24990,2018,good,,other,31547.0,other,50769
Honda,Civic,6900,2015,,4 ,gas,11000.0,automatic,17702
Toyota,Supra Jza80,12345,1995,salvage,6 ,gas,98007.0,manual,157726
Toyota,Yaris 2Dr Hatchback,5995,2008,like new,4 ,gas,97575.0,manual,157031
Honda,Insight Hybrid,5250,2010,,4 ,hybrid,177000.0,automatic,284853
Toyota,Sienna,20000,2015,good,6 ,gas,82000.0,automatic,131965
Toyota,Tundra Crewmax Pickup 4D,25990,2013,good,8 ,gas,98879.0,other,159129
Toyota,Tacoma Access Cab Trd,34590,2017,good,6 ,gas,20097.0,other,32342
Toyota,Prius,15995,2016,excellent,4 ,gas,113000.0,automatic,181855
Toyota,Corolla,6950,2011,excellent,4 ,gas,140000.0,automatic,225307
Toyota,Prius Two Hatchback 4D,4450,2005,good,4 ,gas,194506.0,automatic,313026
Toyota,Matrix,8450,2009,good,4 ,gas,67421.0,automatic,108503
Honda,Civic Lx,9995,2013,good,4 ,gas,65703.0,automatic,105738
Toyota,Camry Hybrid,7750,2007,good,4 ,gas,71123.0,automatic,114461
Toyota,Camry Le,7995,2011,good,4 ,gas,107846.0,automatic,173560
Honda,Civic Ex-L W/Navigation,3495,2010,,,gas,130000.0,automatic,209214
Honda,Accord,14495,2016,,,gas,41873.0,automatic,67387
Toyota,Sienna,15995,2015,,,gas,106477.0,automatic,171357
Honda,Accord,14995,2017,,,gas,76211.0,automatic,122649
Toyota,Tundra Platinum,47900,2017,like new,8 ,gas,75225.0,automatic,121062
Toyota,4Runner Limited,3500,2000,fair,6 ,gas,218404.0,automatic,351486
Honda,Odyssey Touring Elite,29500,2019,excellent,6 ,gas,23359.0,automatic,37592
Honda,Civic,3000,2002,excellent,4 ,gas,208000.0,manual,334742
Honda,Odyssey,6495,2010,,6 ,gas,156208.0,automatic,251391
Honda,Odyssey Exl,28000,2020,excellent,6 ,gas,6877.0,automatic,11067
Toyota,4Runner Sr5 Sport Utility,36990,2019,good,6 ,gas,33909.0,other,54571
Honda,Fit,3450,2007,fair,4 ,gas,118270.0,manual,190336
Toyota,Tacoma Double Cab Trd,38590,2019,good,,other,12992.0,other,20908
Toyota,4Runner Sr5 4X4,12999,2000,excellent,6 ,gas,229000.0,automatic,368538
Toyota,Rav4,8500,2009,excellent,4 ,gas,118885.0,automatic,191326
Toyota,Rav4,9500,2009,excellent,4 ,gas,130000.0,automatic,209214
Toyota,Tundra Double Cab Sr,37990,2016,good,8 ,gas,22870.0,other,36805
Honda,Civic,18000,2017,excellent,4 ,gas,25000.0,automatic,40233
Toyota,Yaris 2Dr Hatchback,5995,2008,like new,4 ,gas,97575.0,manual,157031
Toyota,Highlander Limited 4Wd,6995,2007,,,gas,169796.0,automatic,273259
Honda,Accord,5200,2006,,,gas,130000.0,automatic,209214
Toyota,Corolla,6000,2009,good,,gas,131050.0,automatic,210904
Toyota,Tacoma Access Cab Pickup,27990,2014,good,,other,17805.0,other,28654
Honda,Pilot,15995,2013,,6 ,gas,115000.0,,185074
Honda,Odyssey,6495,2010,,6 ,gas,156208.0,automatic,251391
Toyota,Camry Hybrid,7750,2007,good,4 ,gas,71123.0,automatic,114461
Honda,Civic Lx,9995,2013,good,4 ,gas,65703.0,automatic,105738
Toyota,Matrix,8450,2009,good,4 ,gas,67421.0,automatic,108503
Honda,Civic Ex Sedan,6750,2006,good,4 ,gas,89872.0,manual,144634
Toyota,Prius Two Hatchback 4D,4450,2005,good,4 ,gas,194506.0,automatic,313026
Toyota,Rav4 Hybrid Limited Sport,29990,2018,good,,gas,14520.0,other,23367
Honda,Odyssey,6495,2010,,6 ,gas,156208.0,automatic,251391
Toyota,Corolla,2450,2002,good,4 ,gas,168557.0,automatic,271265
Toyota,Pickup,9500,1993,good,4 ,gas,160000.0,manual,257494
Toyota,4Runner Sr5 Sport Utility,32590,2016,good,,other,49940.0,other,80370
Honda,Civic Si Coupe 2D,16590,2013,good,,other,81552.0,other,131244
Toyota,Prius Two Hatchback 4D,4450,2005,good,4 ,gas,194506.0,automatic,313026
Toyota,Tacoma Access Cab Pickup,27590,2013,good,,other,43937.0,other,70709
Toyota,Tacoma Access Cab Sr5,33590,2018,good,6 ,gas,44416.0,other,71480
Toyota,Yaris,4750,2007,excellent,4 ,gas,122000.0,automatic,196339
Honda,Odyssey,6495,2010,,6 ,gas,156208.0,automatic,251391
Honda,Pilot,500,2012,,,gas,40000.0,automatic,64373
Honda,Accord Ex-L V6 Sedan,8295,2011,,,gas,133376.0,automatic,214647
Honda,Civic Ex Sedan,6995,2011,,,gas,118324.0,automatic,190423
Honda,Odyssey,19999,2019,,,gas,116246.0,automatic,187079
Honda,Odyssey,12999,2013,,,gas,96243.0,automatic,154887
Honda,Odyssey Exl,12900,2015,excellent,6 ,gas,66205.0,automatic,106546
Toyota,Tacoma,8800,2003,good,6 ,gas,129500.0,automatic,208409
Toyota,Highlander,12700,2011,good,4 ,gas,147070.0,automatic,236685
Toyota,Rav4 Hybrid Xse Sport,34990,2019,good,,hybrid,4191.0,other,6744
Honda,Prelude Si,7500,1992,good,4 ,gas,100000.0,manual,160934
Honda,Cr-V Ex-L Awd,15900,2013,like new,4 ,gas,100598.0,automatic,161896
Toyota,Prius,6295,2011,,,hybrid,171000.0,automatic,275197
Honda,Odyssey Exl,4500,2007,excellent,4 ,gas,197207.0,automatic,317373
Toyota,Tacoma Base,6000,2006,good,4 ,gas,140000.0,manual,225307
Toyota,Corolla Le Sedan 4D,20990,2020,good,,gas,4905.0,other,7893
Toyota,Camry Le Sedan 4D,20590,2018,good,,gas,33835.0,other,54452
Honda,Civic Si Sedan 4D,22990,2018,good,,other,39082.0,other,62896
Toyota,Tundra Crewmax Sr5 Pickup,38990,2019,good,8 ,gas,15512.0,other,24964
Honda,Cr-V,3500,2000,good,4 ,gas,197662.0,automatic,318105
Toyota,Tacoma Access Cab,21990,2013,good,,other,77018.0,other,123948
Honda,Civic Lx,16995,2017,like new,4 ,gas,11000.0,automatic,17702
Toyota,Camry Hybrid Xle,16995,2016,excellent,4 ,hybrid,86000.0,automatic,138403
Toyota,Sienna Le,12995,2011,excellent,6 ,gas,113000.0,automatic,181855
Toyota,Tacoma Access Cab Sr5,25990,2016,good,,other,79393.0,other,127770
Honda,Fit,8500,2015,excellent,4 ,gas,76000.0,manual,122309
Honda,Civic Ex Sedan,6750,2006,good,4 ,gas,89872.0,manual,144634
Toyota,Matrix,8450,2009,good,4 ,gas,67421.0,automatic,108503
Honda,Civic Lx,9995,2013,good,4 ,gas,65703.0,automatic,105738
Honda,Accord,2500,2001,,4 ,gas,277443.0,manual,446500
Toyota,Tundra,42999,2018,,,gas,56484.0,automatic,90901
Honda,Santa Fe,8475,2011,excellent,6 ,gas,124262.0,automatic,199979
Toyota,Sequoia Sr5 4X4,8250,2007,excellent,8 ,gas,215000.0,automatic,346008
Honda,Cr-V,6995,2008,good,4 ,gas,153587.0,automatic,247173
Honda,Accord,4980,2006,good,4 ,gas,126377.0,manual,203383
Toyota,Sienna,4850,2007,good,6 ,gas,179086.0,automatic,288210
Toyota,Rav4 Hybrid Le Sport,31590,2020,good,,other,4510.0,other,7258
Honda,Pilot,2800,2005,,,gas,177000.0,automatic,284853
Honda,Civic,4495,2008,,,gas,166000.0,automatic,267150
Toyota,Prius V,7295,2012,,,hybrid,176000.0,automatic,283243
Honda,Odyssey Exl,12900,2015,excellent,6 ,gas,66205.0,automatic,106546
Toyota,Camry,12900,2014,,4 ,gas,25000.0,other,40233
Honda,Accord Sdn Vp Auto,3400,2006,good,4 ,gas,235000.0,automatic,378194
Toyota,Scion Tc,3995,2005,good,4 ,gas,169000.0,manual,271978
Toyota,Tacoma Double Cab,30990,2015,good,6 ,gas,34375.0,other,55321
Honda,Civic,2800,2004,good,,gas,177609.0,automatic,285833
Honda,Odyssey,6495,2010,,6 ,gas,156208.0,automatic,251391
Honda,Civic Si Coupe 2D,24990,2018,good,,other,31547.0,other,50769
Toyota,Sienna,3500,2002,excellent,6 ,gas,205000.0,automatic,329914
Toyota,Tundra Crewmax Pickup 4D,25990,2013,good,8 ,gas,98879.0,other,159129
Honda,Accord,5200,2006,,4 ,gas,130000.0,automatic,209214
Honda,Accord Ex V6,1500,1999,fair,6 ,gas,251500.0,automatic,404749
Toyota,Tacoma Access Cab Trd,34590,2017,good,6 ,gas,20097.0,other,32342
Toyota,Rav4,9450,2012,excellent,,gas,153309.0,automatic,246726
Toyota,Corolla,7890,2011,excellent,,gas,125957.0,automatic,202707
Toyota,Camry,6950,2011,excellent,,gas,157913.0,automatic,254135
Toyota,Matrix,5950,2009,excellent,,gas,135383.0,automatic,217877
Honda,Civic,6470,2010,excellent,,gas,160544.0,automatic,258369
Toyota,Corolla,6400,2010,excellent,,gas,140629.0,automatic,226319
Toyota,Camry Se,9990,2012,,,gas,129710.0,automatic,208747
Toyota,Scion Tc,4100,2005,excellent,4 ,gas,120500.0,automatic,193925
Honda,Civic Ex-L,10990,2012,,,gas,123560.0,automatic,198850
Honda,Odyssey Ex-L,7495,2008,,,gas,154000.0,automatic,247838
Toyota,Land Cruiser,8000,1963,good,,gas,1000.0,manual,1609
Honda,Pilot Ex,6995,2007,,6 ,gas,171000.0,automatic,275197
Toyota,Rav4,9450,2012,excellent,,gas,153309.0,automatic,246726
Toyota,Corolla,7890,2011,excellent,,gas,125957.0,automatic,202707
Toyota,Camry,6950,2011,excellent,,gas,157913.0,automatic,254135
Honda,Odyssey,6495,2010,,6 ,gas,156208.0,automatic,251391
Toyota,Matrix,5950,2009,excellent,,gas,135383.0,automatic,217877
Honda,Civic,6470,2010,excellent,,gas,160544.0,automatic,258369
Toyota,Corolla,6400,2010,excellent,,gas,140629.0,automatic,226319
Toyota,Venza Awd,10990,2009,,,gas,148795.0,automatic,239461
Honda,Pilot Ex-L Awd,12990,2013,,,gas,164360.0,automatic,264511
Toyota,Camry Se,11990,2012,,,gas,79997.0,automatic,128742
Toyota,4Runner Sr5 Sport Utility,36990,2019,good,6 ,gas,33909.0,other,54571
Toyota,Tacoma Double Cab Trd,38590,2019,good,,other,12992.0,other,20908
Toyota,Camry Xle,23500,2018,like new,6 ,gas,27600.0,automatic,44417
Toyota,Rav4,9500,2009,excellent,4 ,gas,139000.0,automatic,223698
Toyota,Tundra Double Cab Sr,37990,2016,good,8 ,gas,22870.0,other,36805
Honda,Element Awd,3000,2005,fair,4 ,gas,258000.0,automatic,415209
Toyota,4Runner,7500,2002,good,6 ,gas,177000.0,automatic,284853
Honda,Pilot,15995,2013,,6 ,gas,115000.0,,185074
Honda,Odyssey,6495,2010,,6 ,gas,156208.0,automatic,251391
Toyota,Prius,5990,2009,,,gas,128650.0,automatic,207041
Toyota,Corolla,7890,2011,excellent,,gas,125957.0,automatic,202707
Toyota,Camry,6950,2011,excellent,,gas,157913.0,automatic,254135
Toyota,Matrix,5950,2009,excellent,,gas,135383.0,automatic,217877
Honda,Civic,6470,2010,excellent,,gas,160544.0,automatic,258369
Toyota,Corolla,6400,2010,excellent,,gas,140629.0,automatic,226319
Honda,Civic,6780,2012,excellent,,gas,151195.0,automatic,243324
Toyota,Tacoma Access Cab Pickup,27990,2014,good,,other,17805.0,other,28654
Toyota,Sequoia,16495,2012,,,gas,182942.0,automatic,294415
Toyota,Corolla Le 4Dr Sedan,6250,2010,like new,4 ,gas,153.0,automatic,246
Honda,Civic,0,2017,,,gas,54047.0,automatic,86979
Toyota,Yaris,2800,2007,fair,4 ,gas,144100.0,manual,231905
Toyota,Avalon Limited,11950,2011,like new,6 ,gas,95.0,automatic,152
Toyota,Camry Xle,8950,2012,like new,4 ,gas,147.0,automatic,236
Toyota,Rav4 Hybrid Limited Sport,29990,2018,good,,gas,14520.0,other,23367
Honda,Civic Ex Coupe,6200,2009,good,4 ,gas,119000.0,automatic,191511
Toyota,Corolla Le Sedan,4800,2008,good,4 ,gas,144000.0,automatic,231744
Toyota,Tundra,5500,2000,good,8 ,gas,240000.0,automatic,386241
Honda,Cr-V,0,2007,,,gas,98339.0,automatic,158260
Honda,Odyssey,6500,2009,good,6 ,gas,131000.0,automatic,210823
Toyota,Rav4,8000,2007,,4 ,gas,108000.0,automatic,173808
Toyota,Corolla,7890,2011,excellent,,gas,125957.0,automatic,202707
Toyota,Camry,6950,2011,excellent,,gas,157913.0,automatic,254135
Toyota,Matrix,5950,2009,excellent,,gas,135383.0,automatic,217877
Honda,Civic,6470,2010,excellent,,gas,160544.0,automatic,258369
Toyota,Corolla,6400,2010,excellent,,gas,140629.0,automatic,226319
Honda,Accord,6700,2009,excellent,,gas,145800.0,automatic,234641
Honda,Civic,6780,2012,excellent,,gas,151195.0,automatic,243324
Toyota,Corolla,0,2016,,,gas,33469.0,automatic,53863
Honda,Civic Si Coupe 2D,16590,2013,good,,other,81552.0,other,131244
Toyota,4Runner Sr5 Sport Utility,32590,2016,good,,other,49940.0,other,80370
Toyota,Tundra,17995,2008,,,gas,133457.0,automatic,214777
Toyota,Camry Se 4Dr Sedan,4800,2007,good,4 ,gas,189300.0,manual,304648
Toyota,Sienna Xle,4895,2000,good,6 ,gas,183254.0,automatic,294917
Honda,Odyssey,6495,2010,,6 ,gas,156208.0,automatic,251391
Toyota,4Runner Sr5 Awd,14499,2008,,6 ,gas,140723.0,automatic,226471
Toyota,Rav4,17995,2018,good,4 ,gas,29110.0,automatic,46847
Toyota,Rav4,7995,2008,good,6 ,gas,138900.0,automatic,223537
Toyota,Corolla,7890,2011,excellent,,gas,125957.0,automatic,202707
Toyota,Camry,6950,2011,excellent,,gas,157913.0,automatic,254135
Toyota,Matrix,5950,2009,excellent,,gas,135383.0,automatic,217877
Honda,Civic,6470,2010,excellent,,gas,160544.0,automatic,258369
Toyota,Corolla,6400,2010,excellent,,gas,140629.0,automatic,226319
Honda,Accord,6700,2009,excellent,,gas,145800.0,automatic,234641
Honda,Civic,6780,2012,excellent,,gas,151195.0,automatic,243324
Toyota,Camry,7900,2009,,4 ,gas,84000.0,automatic,135184
Toyota,Corolla S,7900,2009,excellent,4 ,gas,110675.0,automatic,178113
Honda,Civic Ex,4500,2007,excellent,4 ,gas,168000.0,automatic,270369
Toyota,Rav4 Hybrid Xse Sport,34990,2019,good,,hybrid,4191.0,other,6744
Honda,Cr-V Lx,3239,2004,good,4 ,gas,214000.0,automatic,344398
Toyota,Tacoma,29995,2019,,,gas,60000.0,automatic,96560
Toyota,Scion Xa Hatchback,4400,2006,good,4 ,gas,121000.0,automatic,194730
Toyota,Matrix,5950,2009,excellent,,gas,135383.0,automatic,217877
Honda,Civic,6470,2010,excellent,,gas,160544.0,automatic,258369
Toyota,Corolla,6400,2010,excellent,,gas,140629.0,automatic,226319
Honda,Accord,6700,2009,excellent,,gas,145800.0,automatic,234641
Honda,Civic,6400,2010,excellent,,gas,142590.0,automatic,229475
Honda,Civic,6780,2012,excellent,,gas,151195.0,automatic,243324
Honda,Civic Si Sedan 4D,22990,2018,good,,other,39082.0,other,62896
Toyota,Camry Le Sedan 4D,20590,2018,good,,gas,33835.0,other,54452
Toyota,Tundra Crewmax Sr5 Pickup,38990,2019,good,8 ,gas,15512.0,other,24964
Toyota,Corolla Le Sedan 4D,20990,2020,good,,gas,4905.0,other,7893
Toyota,Highlander,5990,2001,good,6 ,gas,160973.0,automatic,259060
Honda,Civic Ex Coupe,6200,2009,good,4 ,gas,119000.0,automatic,191511
Toyota,Matrix,6400,2009,excellent,,gas,135383.0,automatic,217877
Toyota,Corolla,6690,2010,excellent,,gas,140629.0,automatic,226319
Honda,Accord,6780,2009,excellent,,gas,145800.0,automatic,234641
Honda,Civic,6580,2010,excellent,,gas,142590.0,automatic,229475
Honda,Civic,6950,2012,excellent,,gas,151195.0,automatic,243324
Toyota,Corolla,5850,2010,excellent,,gas,133467.0,automatic,214793
Honda,Accord,2500,2001,,4 ,gas,277443.0,manual,446500
Toyota,Camry Le,3999,1997,excellent,6 ,gas,127166.0,automatic,204653
Honda,Accord,2500,2001,,4 ,gas,277443.0,manual,446500
Honda,Crv Ex,3995,2003,,,gas,240000.0,automatic,386241
Toyota,Rav4 Hybrid Le Sport,31590,2020,good,,other,4510.0,other,7258
Honda,Civic,3200,2008,good,4 ,gas,254000.0,automatic,408772
Toyota,Camry,2600,2006,,4 ,gas,236176.0,automatic,380087
Toyota,Land Cruiser,8000,1963,good,,gas,1000.0,manual,1609
Toyota,Land Cruiser,30000,1969,excellent,,gas,1000.0,manual,1609
Honda,Civic,10400,2013,,,gas,20000.0,automatic,32186
Toyota,Camry Xle,4600,2005,good,4 ,gas,215409.0,automatic,346666
Honda,Cr-V Ex,4800,2004,good,4 ,gas,200376.0,automatic,322473
Honda,Fit Sport,4995,2007,good,4 ,gas,203314.0,automatic,327201
Toyota,Tacoma,21995,2014,,,gas,148983.0,automatic,239764
Honda,Element,3800,2003,excellent,4 ,gas,244118.0,automatic,392868
Toyota,Prius Four Hatchback 4D,17990,2014,good,,other,17234.0,other,27735
Honda,Cr-V,11994,2011,,,gas,110737.0,automatic,178213
Toyota,Camry Le 4Dr Sedan,9200,2012,,,gas,104635.0,automatic,168393
Toyota,Prius Hybrid,4495,2006,,,hybrid,135000.0,automatic,217260
Toyota,Avalon Hybrid Limited,33500,2019,like new,4 ,hybrid,16450.0,automatic,26473
Honda,Accord,10000,2014,,,gas,50000.0,automatic,80467
Toyota,Rav4,18700,2017,excellent,4 ,gas,40089.0,automatic,64516
Toyota,Corolla Le Special Editi,7700,2013,,,gas,97533.0,automatic,156963
Honda,Civic,3400,2006,fair,4 ,gas,172000.0,automatic,276806
Honda,Civic,3700,2005,good,4 ,gas,174218.0,manual,280375
Toyota,Prius Hybrid,4950,2006,good,4 ,electric,178683.0,automatic,287561
Toyota,Corolla Le,4800,2007,good,4 ,gas,161000.0,automatic,259103
Toyota,Camry Le,5995,2010,good,4 ,gas,166000.0,automatic,267150
Toyota,Camry Se,7995,2010,good,4 ,gas,148000.0,automatic,238182
Honda,Cr-V Ex-L 4Wd,11995,2013,excellent,4 ,gas,150901.0,automatic,242851
Honda,Civic Ex,7995,2010,good,4 ,gas,120000.0,automatic,193120
Honda,Pilot Touring 4Wd,10500,2011,good,6 ,gas,170000.0,automatic,273587
Toyota,Camry Le,4800,2003,good,4 ,gas,161000.0,automatic,259103
Toyota,Corolla,6600,2010,excellent,4 ,gas,127750.0,automatic,205593
Toyota,Prius Hybrid,4495,2006,,,hybrid,135000.0,automatic,217260
Toyota,Tundra Double Cab Sr,30990,2017,good,8 ,gas,41124.0,other,66182
Honda,Odyssey Ex-L,6995,2007,good,6 ,gas,123000.0,automatic,197948
Honda,Civic Si Sedan 4D,25990,2019,good,,gas,25067.0,other,40341
Toyota,Land Cruiser,8000,2000,good,8 ,gas,221700.0,automatic,356790
Honda,Fit,4800,2009,excellent,4 ,gas,100000.0,manual,160934
Toyota,Tundra Crewmax Sr5 Pickup,33590,2014,good,,other,55251.0,other,88917
Honda,Odyssey,8999,2010,good,6 ,gas,125989.0,automatic,202759
Honda,Accord Sport,14700,2014,excellent,4 ,gas,47600.0,automatic,76604
Toyota,Tacoma Access Cab Sr5,29990,2018,good,,other,20624.0,other,33191
Toyota,Tundra Sr5,5500,2006,fair,8 ,gas,230889.0,automatic,371578
Honda,Civic Vp,4900,2004,good,4 ,gas,103000.0,automatic,165762
Honda,Odyssey Ex-L,3950,2004,good,6 ,gas,177000.0,automatic,284853
Honda,Civic,4000,2008,good,4 ,gas,0.0,automatic,0
Honda,Fit,4400,2007,good,4 ,gas,125375.0,automatic,201771
Toyota,Rav4 Hybrid Limited Sport,29990,2018,good,,gas,14520.0,other,23367
Honda,Accord Sport Se Sedan 4D,21990,2017,good,,gas,33449.0,other,53830
Honda,Pilot Ex-L Sport Utility,27990,2016,good,6 ,gas,27085.0,other,43588
Toyota,Sienna Le Awd,5995,2007,good,6 ,gas,188239.0,automatic,302940
Toyota,Highlander Base 4Wd,7995,2010,excellent,6 ,gas,183000.0,automatic,294509
Toyota,Camry Le 4Dr Sedan,4300,2005,excellent,4 ,gas,154540.0,automatic,248707
Toyota,Avalon,4650,2006,excellent,6 ,gas,173250.0,automatic,278818
Toyota,Corolla Le,6500,2010,excellent,4 ,gas,95000.0,automatic,152887
Honda,Odyssey Exl,13500,2011,excellent,6 ,gas,74500.0,automatic,119895
Honda,Civic Lxsedan (1.8L I4,5900,2007,excellent,4 ,gas,142248.0,automatic,228925
Toyota,Avalon Xlsedan,2600,2000,excellent,6 ,gas,262543.0,automatic,422520
Honda,Civic Type R Touring,35990,2018,good,,other,40831.0,other,65710
Honda,Odyssey,1999,2004,fair,4 ,gas,200000.0,automatic,321868
Honda,Civic Exsedan W/Front,3700,2005,excellent,4 ,gas,174218.0,manual,280375
Toyota,Prius Basehatchback,4950,2006,excellent,4 ,hybrid,178683.0,other,287561
Toyota,Tacoma Double Cab Pickup,27990,2012,good,6 ,gas,67245.0,other,108220
Honda,Civic,2990,2005,good,4 ,gas,169495.0,automatic,272775
Honda,Cr-V Se 4Dr Suv,7351,2011,,,gas,141233.0,automatic,227291
Toyota,Tundra,23495,2014,,,gas,132985.0,automatic,214018
Honda,Pilot,14495,2013,,,gas,134248.0,automatic,216050
Honda,Ridgeline Sport Pickup 4D,30590,2019,good,,other,23645.0,other,38052
Toyota,Camry,11500,2017,like new,4 ,gas,108255.0,automatic,174219
Honda,Civic,3600,2006,fair,4 ,gas,172000.0,automatic,276806
Toyota,Tundra Double Cab Sr,37990,2016,good,8 ,gas,22870.0,other,36805
Toyota,Fj Cruiser 4Wd,16995,2008,excellent,6 ,gas,153000.0,automatic,246229
Toyota,4Runner Sr5 Sport Utility,34990,2016,good,6 ,gas,19938.0,other,32087
Toyota,4Runner Sr5 Sport Utility,38590,2018,good,6 ,gas,37252.0,other,59951
Honda,Civic Ex Sedan 4D,24990,2020,good,,gas,307.0,other,494
Toyota,4Runner Sr5 Premium Sport,29590,2015,good,,other,83394.0,other,134209
Toyota,Tacoma,44560,2019,,,gas,32748.0,automatic,52702
Toyota,Prius,5951,2010,,,hybrid,122171.0,automatic,196614
Toyota,Corolla,5000,2003,good,4 ,gas,120000.0,automatic,193120
Honda,Civic Si Coupe,16499,2015,excellent,4 ,gas,96.0,manual,154
Toyota,Tacoma Access Cab Pickup,27990,2014,good,,other,17805.0,other,28654
Toyota,Corolla Hatchback Xse 4D,23990,2020,good,,gas,3112.0,other,5008
Honda,Fit,5800,2010,excellent,4 ,gas,125000.0,automatic,201167
Toyota,Highlander,8501,2008,,,gas,140287.0,automatic,225769
Toyota,Sequoia,16495,2012,,,gas,182942.0,automatic,294415
Honda,Crosstour Ex-L Sport,15990,2013,good,,gas,105598.0,other,169943
Honda,Crosstour Ex-L Sport,16990,2012,good,6 ,gas,76260.0,other,122728
Honda,Accord,4500,2006,,,gas,205000.0,automatic,329914
Toyota,Rav4,7400,2009,,,gas,117474.0,automatic,189055
Honda,Cr-V,26352,2018,,,gas,23056.0,automatic,37104
Honda,Civic,3600,2006,fair,4 ,gas,172000.0,automatic,276806
Honda,Odyssey Ex Lmini Van W/,3950,2004,good,6 ,gas,177905.0,automatic,286309
Toyota,Camry,2700,2002,good,6 ,gas,140000.0,automatic,225307
Toyota,Corolla,6951,2011,,,gas,110339.0,automatic,177572
Honda,Cr-V,13295,2013,,,gas,131447.0,automatic,211542
Toyota,Sienna,11495,2011,,,gas,132998.0,automatic,214039
Honda,Civic Value Packagesedan,4900,2004,good,4 ,gas,103145.0,automatic,165995
Honda,Accord Lxsedan,4950,2003,good,4 ,gas,157423.0,automatic,253347
Honda,Civic,1100,1998,good,4 ,gas,131166.0,automatic,211090
Toyota,Sienna Le,4500,2005,good,4 ,gas,197750.0,automatic,318246
Honda,Ridgeline Sport Pickup 4D,31590,2019,good,6 ,gas,11397.0,other,18341
Toyota,Tundra Double Cab Limited,37590,2017,good,8 ,other,25846.0,automatic,41595
Toyota,Tundra,17995,2008,,,gas,133457.0,automatic,214777
Honda,Hr-V Touring Sport Utility,24590,2019,good,,diesel,20094.0,automatic,32338
Honda,Hr-V Sport Suv 4D,21990,2019,good,,gas,4707.0,other,7575
Honda,Hr-V Sport Suv 4D,22590,2019,good,,gas,17458.0,other,28095
Toyota,Prius,3250,2006,good,4 ,hybrid,196000.0,automatic,315430
Toyota,Camry Le,500,2015,,,gas,45000.0,automatic,72420
Honda,Civic Lxsedan (1.8L I4,5900,2007,excellent,4 ,gas,142248.0,automatic,228925
Toyota,Tundra,10475,2004,good,6 ,gas,126780.0,automatic,204032
Toyota,4-Runner,12995,2007,,,gas,173577.0,automatic,279344
Toyota,Tundra,13495,2013,,,gas,255348.0,automatic,410941
Toyota,Avalon Xlsedan,2600,2000,excellent,6 ,gas,262543.0,automatic,422520
Honda,Accord,4950,2003,good,4 ,gas,157000.0,automatic,252666
Honda,Civic Exsedan W/Front,3700,2005,excellent,4 ,gas,174218.0,manual,280375
Toyota,Prius Basehatchback,4950,2006,excellent,4 ,hybrid,178683.0,automatic,287561
Honda,Crosstour Ex-L Sport,17990,2013,good,,other,54395.0,other,87540
Toyota,Prius,5995,2011,,,gas,206996.0,automatic,333126
Honda,Accord 2-Door Coupe,600,2006,fair,4 ,gas,300000.0,manual,482802
