manufacturer,model,price,year,condition,cylinders,fuel,odometer,transmission,odometer_km
Honda,Crv,5500,2001,excellent,4 ,gas,109000.0,automatic,175418
Honda,Accord Sport Sedan 4D,19590,2017,good,,gas,52569.0,other,84601
Toyota,Camry Hybrid Xle Sedan 4D,28590,2019,good,,gas,18052.0,other,29051
Toyota,Camry,3300,2005,good,4 ,gas,161021.0,automatic,259137
Honda,Civic,19999,2017,,4 ,gas,50757.0,automatic,81685
Toyota,Tacoma,35499,2019,,6 ,gas,28542.0,automatic,45933
Toyota,Camry Le Sedan 4D,15590,2012,good,,other,31907.0,other,51349
Honda,Accord Ex-L Automatic Navi,11995,2012,excellent,4 ,gas,118300.0,automatic,190384
Honda,Civic,0,2017,,,gas,37079.0,automatic,59672
Toyota,Highlander,30994,2017,,6 ,gas,51191.0,automatic,82383
Toyota,Prius,8891,2010,,4 ,hybrid,107675.0,automatic,173285
Honda,Accord,26995,2018,,4 ,gas,13655.0,automatic,21975
Toyota,Corolla,17689,2017,,4 ,gas,40302.0,automatic,64859
Toyota,Tacoma,14250,2013,like new,4 ,gas,73300.0,automatic,117964
Honda,Civic Ex,1200,1997,fair,4 ,gas,170000.0,automatic,273587
Toyota,Tacoma,2600,1995,fair,4 ,gas,168000.0,manual,270369
Toyota,Rav4,5300,2002,excellent,4 ,gas,168664.0,automatic,271437
Toyota,Camry Xse V6,33000,2019,like new,6 ,gas,23420.0,automatic,37690
Toyota,4Runner Sr,1600,1994,good,6 ,gas,0.0,automatic,0
Toyota,Land Cruiser Hdj81 - 80 Series,39599,1992,,,diesel,180000.0,automatic,289681
Toyota,Camry Le,26688,2020,,,gas,28992.0,automatic,46657
Toyota,Sienna Le Minivan 4D,32590,2019,good,,other,21883.0,other,35217
Toyota,Corolla Se,24888,2020,,,gas,23089.0,automatic,37158
Toyota,Prius,6500,2010,excellent,4 ,hybrid,151298.0,automatic,243489
Honda,Accord Hybrid Sedan 4D,26990,2020,good,,gas,5627.0,other,9055
Honda,Odyssey Ex-L Minivan 4D,23990,2015,good,6 ,gas,43087.0,other,69341
Honda,Pilot,9300,2011,excellent,6 ,gas,140000.0,automatic,225307
Toyota,Rav4 Xle Premium Sport,31990,2020,good,,gas,7139.0,other,11489
Honda,Pilot Ex-L Sport Utility,27990,2017,good,,other,29719.0,other,47827
Toyota,Corolla S Plus,13900,2015,excellent,4 ,gas,34000.0,automatic,54717
Toyota,Yaris Ia Sedan 4D,15990,2018,good,,gas,33200.0,other,53430
Toyota,Corolla Le Eco Sedan 4D,18990,2017,good,,gas,16947.0,other,27273
Toyota,Sienna Xle,6999,2006,like new,6 ,gas,152389.0,automatic,245245
Toyota,Prius Three,7295,2013,excellent,4 ,hybrid,143267.0,automatic,230565
Toyota,Tundra Crewmax,13588,2007,,8 ,gas,221172.0,automatic,355940
Honda,Accord,10750,2011,,6 ,gas,89791.0,automatic,144504
Honda,Accord Sdn,12997,2011,excellent,4 ,gas,71978.0,automatic,115837
Honda,Fit,12998,2012,excellent,4 ,gas,81577.0,automatic,131285
Honda,Civic Coupe,15997,2014,excellent,4 ,gas,32821.0,automatic,52820
Toyota,Camry Le,7295,2009,excellent,4 ,gas,141375.0,automatic,227520
Honda,Fit,6500,2009,like new,4 ,gas,106317.0,automatic,171100
Toyota,Camry Le,5999,2005,,4 ,gas,122100.0,automatic,196500
Toyota,4Runner Sr5,9500,2002,like new,6 ,gas,144709.0,automatic,232885
Toyota,Tacoma Pre-Runner V6,8500,2000,excellent,6 ,gas,206722.0,automatic,332685
Toyota,Tacoma Trd,14500,2006,like new,6 ,gas,144704.0,automatic,232877
Toyota,Prius,7500,2012,like new,4 ,hybrid,150698.0,automatic,242524
Toyota,Prius,7500,2012,like new,4 ,hybrid,150698.0,automatic,242524
Honda,Civic Hybrid,4995,2007,excellent,4 ,hybrid,130782.0,automatic,210472
Toyota,Prius Persona Series,8995,2013,excellent,4 ,hybrid,138200.0,automatic,222410
Toyota,Camry Le,23988,2020,,,hybrid,68025.0,automatic,109475
Toyota,Tacoma,23991,2016,,6 ,gas,90786.0,automatic,146105
Toyota,Prius Plug-In Hybrid,15590,2015,good,,hybrid,79958.0,automatic,128679
Honda,Accord,1000,2007,good,6 ,gas,112744.0,automatic,181443
Toyota,Corolla,16200,2017,,4 ,gas,21624.0,automatic,34800
Honda,Cr-V,23448,2019,,4 ,gas,82220.0,automatic,132319
Honda,Pilot,23599,2016,,6 ,gas,100017.0,automatic,160961
Honda,Accord Ex,5900,2005,excellent,6 ,gas,137771.0,automatic,221720
Toyota,Tacoma Double Cab,20998,2010,,6 ,gas,89910.0,automatic,144695
Toyota,Rav4 Xle,9000,2007,excellent,4 ,gas,160000.0,automatic,257494
Toyota,Corolla S,3900,2003,excellent,4 ,gas,205000.0,automatic,329914
Honda,Fit,3500,2009,good,4 ,gas,160000.0,automatic,257494
Toyota,Camry,3300,2005,good,4 ,gas,161748.0,automatic,260307
Toyota,Camry,23999,2019,,4 ,gas,28000.0,automatic,45061
Honda,Civic,6500,2010,excellent,4 ,gas,130000.0,automatic,209214
Toyota,Landcruiser,9000,2000,good,8 ,gas,257000.0,automatic,413600
Honda,Accord,22499,2017,,4 ,gas,47647.0,automatic,76680
Toyota,Prius Prime Plus,24990,2019,good,,gas,8629.0,other,13886
Honda,Ridgeline,14000,2008,good,6 ,gas,94000.0,automatic,151277
Toyota,Avalon Hybrid Xle Premium,26590,2018,good,,hybrid,33346.0,other,53665
Toyota,Land Cruiser,18000,1975,fair,8 ,gas,100.0,automatic,160
Honda,Civic Sdn,13594,2012,excellent,4 ,gas,85220.0,automatic,137147
Honda,Civic Sport Hatchback 4D,25590,2020,good,,gas,3678.0,other,5919
Toyota,Corolla Hatchback Se 4D,21590,2020,good,,gas,5336.0,other,8587
Honda,Accord Ex,2750,2002,good,4 ,gas,210500.0,automatic,338766
Toyota,Highlander,25000,2017,,,gas,68300.0,automatic,109917
Toyota,Avalon,4985,1998,excellent,6 ,gas,189043.0,automatic,304234
Toyota,Corolla,7870,2010,excellent,4 ,gas,184607.0,automatic,297095
Honda,Accord,4027,2000,excellent,6 ,gas,129805.0,automatic,208900
Toyota,Avalon,5960,2000,excellent,6 ,gas,135590.0,automatic,218210
Honda,Civic,5329,2004,excellent,4 ,hybrid,114236.0,automatic,183844
Toyota,Camry,5995,2003,excellent,6 ,gas,105286.0,automatic,169440
Toyota,Corolla,10199,2013,like new,4 ,gas,74614.0,automatic,120079
Honda,Beat,10295,1992,excellent,3 ,gas,64375.0,manual,103601
Toyota,Prius,5000,2009,excellent,,gas,211000.0,automatic,339570
Honda,Cr-V,13995,2012,excellent,4 ,gas,103015.0,automatic,165786
Toyota,Prius,10995,2010,excellent,4 ,hybrid,80239.0,automatic,129131
Toyota,Tacoma Access Cab Sr,15995,2017,excellent,4 ,gas,77000.0,automatic,123919
Honda,Civic,3500,2016,salvage,,other,0.0,other,0
Toyota,Prius V Two Wagon 4D,20590,2016,good,,hybrid,26808.0,other,43143
Honda,Civic Si,6500,2012,,,gas,160000.0,manual,257494
Honda,Crv,6800,2008,excellent,4 ,gas,150000.0,automatic,241401
Toyota,Tundra,50700,2019,,,gas,25528.0,automatic,41083
Honda,Pilot,14000,2016,new,5 ,gas,300.0,automatic,482
Toyota,Sienna Xle,1900,2001,fair,6 ,gas,132000.0,automatic,212432
Toyota,Tundra Crewmax Sr5 Pickup,33590,2014,good,,other,55251.0,other,88917
Toyota,Sequoia Sr5 Sport Utility,32990,2015,good,,other,67498.0,other,108627
Toyota,Rav4,15593,2013,excellent,4 ,gas,103938.0,automatic,167271
Honda,Pilot,4500,2006,good,6 ,gas,194000.0,automatic,312211
Honda,Civic Lx,8500,2013,like new,4 ,gas,120000.0,automatic,193120
Honda,Hr-V,19994,2019,,4 ,gas,13398.0,automatic,21561
Toyota,Corolla Ce,3500,2001,like new,4 ,gas,133517.0,automatic,214874
Toyota,Prius,12500,2011,excellent,4 ,hybrid,35300.0,automatic,56809
Toyota,C-Hr,22991,2019,,4 ,gas,37763.0,automatic,60773
Toyota,Highlander,7800,2005,excellent,6 ,gas,113000.0,automatic,181855
Toyota,Tacoma,29995,2018,,4 ,gas,23699.0,automatic,38139
Toyota,Avalon Xse Sedan 4D,29990,2019,good,6 ,other,15101.0,other,24302
Toyota,Rav4,22982,2018,,4 ,gas,35614.0,automatic,57315
Toyota,Camry Le,13300,2014,,,gas,41023.0,automatic,66019
Toyota,Camry,25974,2018,,4 ,gas,58190.0,automatic,93647
Toyota,Camry,30992,2018,,6 ,gas,30136.0,automatic,48499
Honda,Accord,28395,2018,,4 ,gas,30186.0,automatic,48579
Toyota,Corolla,4650,2006,good,4 ,gas,200000.0,automatic,321868
Toyota,Tundra 4Wd Truck,39999,2015,excellent,8 ,gas,42000.0,automatic,67592
Honda,Accord,21887,2016,,6 ,gas,69879.0,automatic,112459
Toyota,Corolla,8991,2011,,4 ,gas,153523.0,automatic,247070
Toyota,Rav4,17995,2018,,4 ,gas,103995.0,automatic,167363
Toyota,Fj Cruiser,34997,2014,,6 ,gas,80576.0,automatic,129674
Honda,Cr-V,18900,2016,,4 ,gas,51333.0,automatic,82612
Honda,Cr-V,23991,2018,,4 ,gas,38361.0,automatic,61735
Toyota,Sequoia,10000,2005,good,8 ,gas,236000.0,automatic,379804
Honda,Civic,9998,2011,,4 ,gas,72394.0,automatic,116506
Toyota,"Tundra Sr5 4Dr Double Cab 1-Owner*Rust Free*Only 112K Miles*New Water Pump & Timing Belt*New Bilstein-Toytec Lift*New 33"" Yokohama Tires*Like New In&Out*0-Accidents",25997,2006,,8 ,gas,112215.0,automatic,180592
Toyota,Liteace,12000,1996,,4 ,diesel,40472.0,automatic,65133
Toyota,Scion Tc,3000,2008,good,4 ,gas,179000.0,automatic,288071
Toyota,Avalon,14495,2012,,6 ,gas,72622.0,automatic,116873
Honda,Cr-V,24798,2018,,4 ,gas,20967.0,automatic,33743
Toyota,Rav4,18791,2015,,4 ,gas,46299.0,automatic,74510
Toyota,Prius Two Hatchback 4D,18990,2017,good,,hybrid,57500.0,other,92537
Toyota,Highlander,26475,2016,,6 ,gas,54275.0,manual,87346
Toyota,Prius,10380,2012,,4 ,hybrid,107673.0,automatic,173282
Honda,Civic Type R Touring,35990,2018,good,,other,40831.0,other,65710
Toyota,Fj Cruiser Sport Utility,29990,2012,good,6 ,gas,103360.0,other,166341
Honda,Accord Ex Sedan,9900,2012,like new,4 ,gas,125897.0,automatic,202611
Toyota,Tacoma Access Cab Sr5,29990,2018,good,,other,20624.0,other,33191
Toyota,Corolla,19990,2018,,4 ,gas,25673.0,automatic,41316
Toyota,4Runner Sr5 Sport Utility,31590,2018,good,6 ,gas,62496.0,other,100577
Honda,Hr-V,21980,2018,,4 ,gas,30533.0,automatic,49137
Toyota,Tundra Crewmax,13588,2007,,8 ,gas,221172.0,automatic,355940
Toyota,Rav4 Hybrid Xle,26688,2016,,,hybrid,26548.0,automatic,42724
Toyota,Corolla Ce,4500,2005,excellent,4 ,gas,135000.0,automatic,217260
Honda,Odyssey Ex-L,6500,2006,excellent,6 ,gas,149000.0,automatic,239791
Toyota,Sayon,1340,2005,,,gas,164000.0,automatic,263931
Honda,Accord Ex Coupe,2450,2001,,4 ,gas,225312.0,automatic,362603
Toyota,Celica,2850,1999,,4 ,gas,266240.0,automatic,428470
Toyota,Prius Touring,6750,2009,like new,4 ,hybrid,130836.0,automatic,210559
Toyota,Corolla,19499,2018,,4 ,gas,8519.0,automatic,13709
Toyota,Rav4,23995,2018,,4 ,gas,11305.0,automatic,18193
Toyota,Avalon,22985,2018,,6 ,gas,40275.0,automatic,64816
Toyota,Tundra Double Cab Sr,30990,2017,good,8 ,gas,41124.0,other,66182
Toyota,Highlander Limited Awd,9900,2008,excellent,6 ,gas,150000.0,automatic,241401
Toyota,Camry,6850,2013,,4 ,gas,132467.0,automatic,213184
Toyota,Corolla,5850,2013,,4 ,gas,133843.0,automatic,215398
Toyota,Corolla,4450,2010,,4 ,gas,168003.0,automatic,270373
Toyota,Camry,22995,2018,,4 ,gas,25755.0,automatic,41448
Toyota,C-Hr,21982,2018,,4 ,gas,12956.0,automatic,20850
Honda,Civic,18995,2018,,4 ,gas,35851.0,automatic,57696
Toyota,Camry,23991,2018,,4 ,gas,25707.0,automatic,41371
Honda,Accord,19895,2016,,4 ,gas,57199.0,automatic,92052
Toyota,Prius,22598,2017,,4 ,hybrid,33068.0,automatic,53217
Toyota,Camry,22952,2018,,4 ,gas,10221.0,automatic,16449
Toyota,C-Hr,21490,2018,,4 ,gas,18582.0,automatic,29904
Toyota,Camry,17352,2018,,4 ,gas,105005.0,automatic,168988
Toyota,Highlander Hybrid,28989,2016,,6 ,hybrid,73302.0,automatic,117967
Toyota,C-Hr,22693,2019,,4 ,gas,19359.0,automatic,31155
Toyota,Sienna,1,2021,new,4 ,other,10.0,automatic,16
Honda,Ridgeline Sport Pickup 4D,30990,2019,good,6 ,gas,13652.0,other,21970
Honda,Cr-V,25399,2018,,4 ,gas,29882.0,automatic,48090
Honda,Accord,25949,2018,,4 ,gas,28169.0,automatic,45333
Toyota,Camry,4000,2008,,,gas,180000.0,automatic,289681
Toyota,Camry,24900,2018,excellent,4 ,gas,24338.0,automatic,39168
Toyota,Camry Le,27688,2020,,,gas,27835.0,automatic,44795
Toyota,Corolla Le,23488,2020,,,gas,15279.0,automatic,24589
Honda,Accord,1000,2007,good,6 ,gas,112744.0,automatic,181443
Toyota,Corolla Le,24688,2021,,,gas,7657.0,automatic,12322
Toyota,Tacoma Double Cab,21498,2010,,6 ,gas,89910.0,automatic,144695
Toyota,Scion Tc,3900,2007,like new,4 ,gas,160000.0,manual,257494
Honda,Accord,2300,2007,,,gas,183000.0,automatic,294509
Toyota,Fj Cruiser,24999,2007,,6 ,gas,99000.0,automatic,159324
Toyota,Tacoma,24999,2007,,4 ,gas,110000.0,manual,177027
Toyota,Camry,15000,2014,excellent,4 ,gas,75946.0,automatic,122222
Toyota,Camry,9000,2009,excellent,4 ,gas,104597.0,automatic,168332
Honda,Passport Sport Suv 4D,28590,2019,good,6 ,gas,17043.0,other,27427
Honda,Fit Sport Hatchback 4D,18990,2019,good,,gas,17195.0,other,27672
Toyota,Venza Wagon 4D,16590,2011,good,,other,102000.0,other,164152
Honda,Cr-V Ex-L Sport Utility 4D,18590,2013,good,,other,57272.0,other,92170
Toyota,Camry,23999,2019,,4 ,gas,28000.0,automatic,45061
Toyota,"Tundra Sr5 4Dr 1-Oregon Owner*0-Rust*Never Off Road*New Timing Belt&Water Pump*New Bilstein-Toytec Lift*New 33"" Yokohama Geolanders*New Oem 17""Toyota Wheels*Leer Canopy",24997,2005,,8 ,gas,109562.0,automatic,176322
Toyota,Camr Le,23788,2017,,,gas,40101.0,automatic,64536
Toyota,Camry Le,26888,2021,,,gas,5261.0,automatic,8466
Honda,Accord,22499,2017,,4 ,gas,47647.0,automatic,76680
Toyota,Fj Cruiser,23999,2007,,6 ,gas,113000.0,automatic,181855
Toyota,Camry Hybrid Le,12977,2012,good,,hybrid,76000.0,automatic,122309
Toyota,Corolla,7250,2009,,4 ,gas,145814.0,automatic,234664
Toyota,Scion Wheelchair Van,18500,2011,,,gas,78000.0,manual,125528
Toyota,Tundra,43598,2019,,8 ,gas,22180.0,automatic,35695
Toyota,Fj Cruiser,25999,2007,,6 ,gas,99000.0,manual,159324
Toyota,Tundra,27999,2008,,8 ,gas,56000.0,automatic,90123
Toyota,Camry,15999,2016,,4 ,gas,64100.0,automatic,103158
Honda,Civic,21994,2019,,4 ,gas,16989.0,automatic,27341
Toyota,Camry,27688,2020,,,gas,30396.0,automatic,48917
Toyota,Rav4,20225,2017,,4 ,gas,58244.0,automatic,93734
Toyota,Fj Cruiser,39999,2007,,6 ,gas,39000.0,automatic,62764
Toyota,Rav4 Xle,32588,2019,,,gas,6718.0,automatic,10811
Toyota,Corolla,16850,2017,,4 ,gas,36038.0,automatic,57997
Toyota,Tacoma,31992,2017,,6 ,gas,68092.0,automatic,109583
Toyota,Tacoma Trd,44688,2020,,,gas,6155.0,automatic,9905
Toyota,Pickup,29995,1980,,,other,1.0,other,1
Toyota,Tundra,12000,2012,good,8 ,gas,134000.0,automatic,215651
Toyota,Tacoma,16995,2014,,4 ,gas,78096.0,automatic,125683
Honda,Civic,0,2017,,,gas,37079.0,automatic,59672
Honda,Accord,15982,2017,,4 ,gas,84118.0,automatic,135374
Toyota,Tundra,27500,2014,excellent,8 ,gas,147100.0,automatic,236733
Toyota,Highlander,34982,2018,,6 ,gas,37732.0,automatic,60723
Toyota,Corolla,17699,2018,,4 ,gas,33932.0,automatic,54608
Honda,Civic,17651,2017,,4 ,gas,65776.0,automatic,105855
Honda,Fit Sport,6900,2007,excellent,,gas,57000.0,automatic,91732
Toyota,Camry,3999,1999,like new,,gas,210000.0,automatic,337961
Toyota,Camry Hybrid Xle,8900,2012,like new,,gas,198000.0,automatic,318649
Honda,Civic,8699,2012,,4 ,hybrid,84498.0,automatic,135986
Toyota,Tacoma,31998,2016,,6 ,gas,45218.0,automatic,72771
Toyota,Highlander Se,15800,2011,like new,6 ,gas,104000.0,automatic,167371
Toyota,Tacoma,33900,2018,,4 ,gas,7846.0,automatic,12626
Honda,Civic,14952,2016,,4 ,gas,81594.0,automatic,131312
Toyota,Tacoma,10991,2008,,4 ,gas,115731.0,automatic,186250
Honda,Odyssey,30896,2019,,6 ,gas,29958.0,automatic,48212
Honda,Civic,17992,2018,,4 ,gas,33027.0,automatic,53151
Honda,Civic,17992,2017,,4 ,gas,15900.0,automatic,25588
Toyota,Corolla,16990,2017,,4 ,gas,52739.0,automatic,84874
Toyota,Rav4,12681,2011,,4 ,gas,52281.0,automatic,84137
Honda,Cr-V,15952,2014,,4 ,gas,117079.0,automatic,188419
Toyota,C-Hr,21499,2018,,4 ,gas,25680.0,automatic,41327
Toyota,Tacoma V6 1 Owner* Trd Sport* Navigation*Back Up Cam* 6-Speed Manual* Rust Free*1-Owner*Non Smoker*Bilstein Toytec Lift,29997,2015,,6 ,gas,144071.0,manual,231859
Toyota,Highlander,9995,2008,,6 ,gas,176091.0,automatic,283390
Honda,Fit,6499,2012,,4 ,gas,110528.0,automatic,177877
Honda,Accord Ex,2750,2002,good,4 ,gas,210500.0,automatic,338766
Toyota,Fj Cruiser,17500,1966,good,6 ,gas,88000.0,manual,141621
Toyota,Sienna Xle,42999,2018,like new,6 ,gas,14827.0,automatic,23861
Honda,Accord,21850,2018,,4 ,gas,26502.0,automatic,42650
Toyota,Scion Xb,4200,2013,good,4 ,other,200000.0,automatic,321868
Honda,Cr-V,21889,2018,,4 ,gas,45237.0,automatic,72801
Honda,Accord,8500,2010,,,gas,173400.0,automatic,279059
Toyota,Highlander,15497,2008,excellent,6 ,gas,102007.0,automatic,164163
Honda,Accord Cpe,14997,2011,excellent,6 ,gas,108327.0,automatic,174334
Toyota,Rav4,15335,2014,,4 ,gas,81075.0,automatic,130477
Honda,Civic,1999,2001,good,4 ,gas,160000.0,automatic,257494
Toyota,Prius,11995,2012,,4 ,hybrid,68027.0,automatic,109478
Toyota,Corolla,4950,2006,good,4 ,gas,200000.0,automatic,321868
Honda,Civic,21995,2019,,4 ,gas,8158.0,automatic,13128
Honda,Civic,17690,2018,,4 ,gas,29935.0,automatic,48175
Honda,Civic,14551,2013,,4 ,gas,63003.0,automatic,101393
Honda,Insight Ex Sedan 4D,24990,2020,good,,hybrid,8921.0,other,14356
Toyota,Yaris Se Hatchback Sedan,16590,2017,good,,gas,15015.0,other,24164
Honda,Cr-V Hybrid Ex-L Sport,34590,2020,good,,hybrid,10700.0,other,17219
Toyota,Tacoma Double Cab Trd,36990,2020,good,6 ,gas,5246.0,other,8442
Toyota,Highlander Hybrid Le,38990,2020,good,,hybrid,6751.0,other,10864
Toyota,Highlander Limited,28990,2015,good,6 ,gas,47474.0,other,76401
Honda,Fit,13809,2015,,4 ,gas,60934.0,automatic,98063
Honda,Accord,20995,2017,,4 ,gas,27853.0,automatic,44824
Honda,Civic,19991,2017,,4 ,gas,45124.0,automatic,72619
Honda,Accord Ex-L V6,11000,2012,excellent,6 ,gas,116492.0,automatic,187475
Honda,Cr-V,9900,2010,excellent,4 ,gas,71322.0,automatic,114781
Toyota,"Sequoia Sr5 Trd Build Out*1-Owner*Full New Build*Bilstein Lift*35""Master Craft Mxt Tires*New 18""Black Rhino Wheels*Chrome Delete Pkg*Custom Painted 2-Tone Bumpers*8-Pass Seating*",49997,2018,,8 ,gas,58476.0,automatic,94107
Honda,Fit Sport,5000,2012,excellent,4 ,gas,106321.0,automatic,171106
Toyota,Tundra,13500,2012,fair,8 ,gas,167000.0,automatic,268759
Honda,Ridgeline,14000,2008,good,6 ,gas,94000.0,automatic,151277
Honda,Accord,2000,1994,salvage,4 ,gas,137399.0,manual,221121
Toyota,Sienna,16999,2013,,,gas,50354.0,automatic,81036
Toyota,Rav4,6500,2001,good,4 ,gas,102166.0,automatic,164419
Honda,Civic,13999,2016,,,gas,57980.0,automatic,93309
Toyota,Rav4 Hybrid Xle Sport,32590,2020,good,,hybrid,4100.0,other,6598
Honda,Pilot,12500,2011,excellent,6 ,gas,114000.0,automatic,183464
Toyota,Camry,9000,2009,excellent,4 ,gas,104597.0,automatic,168332
Toyota,Camry Le Sedan 4D,16590,2013,good,,other,20989.0,other,33778
Toyota,Scion Fr-S,13999,2013,,,gas,82430.0,automatic,132657
Toyota,Camry,10999,2012,,,gas,101237.0,automatic,162924
Toyota,Corolla Im Hatchback 4D,18590,2017,good,,other,14317.0,other,23040
Honda,Accord Touring Sedan 4D,27590,2018,good,,other,24559.0,other,39523
Toyota,Prius C,21995,2018,,4 ,hybrid,13656.0,automatic,21977
Honda,Pilot,30991,2018,,6 ,gas,30739.0,automatic,49469
Toyota,Prius,10380,2012,,4 ,hybrid,107673.0,automatic,173282
Honda,Civic,0,2017,,,gas,37079.0,automatic,59672
Toyota,Camry Hybrid Le Sedan 4D,26990,2020,good,,hybrid,4213.0,other,6780
Honda,Cr-V,13995,2012,excellent,4 ,gas,103015.0,automatic,165786
Honda,Accord Ex,1395,1998,good,4 ,gas,150000.0,automatic,241401
Toyota,Corolla Ce,4500,2005,excellent,4 ,gas,135000.0,automatic,217260
Toyota,Sienna,3500,2005,,,gas,180000.0,automatic,289681
Toyota,Highlander,34598,2018,,6 ,gas,38882.0,automatic,62574
Toyota,Corolla,15995,2017,,4 ,gas,39612.0,other,63749
Honda,Cr-V,16745,2014,,4 ,gas,52957.0,automatic,85225
Honda,Cr-V,26994,2017,,4 ,gas,8150.0,automatic,13116
Toyota,Prius,6200,2011,excellent,4 ,gas,62750.0,automatic,100986
Toyota,Sienna,4950,2009,,6 ,gas,114619.0,automatic,184460
Honda,Fit Sport,5000,2012,excellent,4 ,gas,106321.0,automatic,171106
Toyota,Highlander,9990,2008,excellent,6 ,gas,140790.0,automatic,226578
Toyota,Tacoma Double Cab,21498,2010,,6 ,gas,89910.0,automatic,144695
Honda,Pilot,26900,2016,excellent,6 ,gas,72177.0,automatic,116157
Honda,Accord,22499,2017,,4 ,gas,47647.0,automatic,76680
Honda,Accord,20450,2017,,4 ,gas,52970.0,automatic,85246
Toyota,Camry,23999,2019,,4 ,gas,28000.0,automatic,45061
Toyota,Land Cruiser,0,1990,,,gas,81715.0,automatic,131507
Toyota,Fj Cruiser Bad Credit,44997,2014,like new,,gas,70000.0,automatic,112653
Toyota,Sienna Se Premium Minivan,30990,2017,good,6 ,gas,29544.0,other,47546
Honda,Accord Hybrid Sedan 4D,24990,2019,good,,gas,16980.0,other,27326
Honda,Pilot Ex-L W/Honda Sensing,33590,2018,good,6 ,gas,13897.0,other,22364
Toyota,Corolla S Sedan 4D,15990,2015,good,,other,45728.0,other,73591
Honda,Hr-V,16996,2016,excellent,4 ,gas,70716.0,automatic,113806
Toyota,Camry,13794,2014,excellent,4 ,gas,73450.0,automatic,118206
Honda,Accord Ex V6,11595,2010,,6 ,gas,167265.0,automatic,269186
Toyota,Yaris Ia Sedan 4D,15990,2018,good,,other,28927.0,other,46553
Honda,Accord,1000,2007,good,6 ,gas,112744.0,automatic,181443
Toyota,Rav4,16551,2015,,4 ,gas,99698.0,automatic,160447
Toyota,Yaris,6999,2009,,4 ,gas,92074.0,automatic,148178
Honda,Passport,2000,1997,fair,6 ,gas,80000.0,automatic,128747
Honda,Civic Si,18000,2015,,4 ,gas,79800.0,manual,128425
Toyota,Camry,10500,2011,excellent,4 ,gas,101000.0,automatic,162543
Honda,Odyssey Ex-L Minivan 4D,19590,2015,good,6 ,gas,64341.0,other,103546
Honda,Civic Si Coupe 2D,26590,2020,good,,gas,9954.0,other,16019
Toyota,Rav4 Le Sport Utility 4D,25990,2020,good,,gas,4736.0,other,7621
Toyota,Avalon Hybrid Limited,26590,2017,good,,hybrid,28711.0,automatic,46205
Toyota,Sienna,2100,2002,good,6 ,gas,190543.0,automatic,306648
Toyota,Camry Le,15995,2014,,,gas,36500.0,automatic,58740
Toyota,Tacoma Double Cab Sr5,21498,2010,,6 ,gas,89910.0,automatic,144695
Honda,Accord,8900,2012,excellent,4 ,gas,123399.0,automatic,198590
Toyota,Avalon Xls,3900,1999,good,6 ,gas,145000.0,automatic,233354
Toyota,Tacoma,11500,2005,excellent,6 ,gas,155.0,automatic,249
Toyota,Prius,7000,2010,excellent,4 ,hybrid,138000.0,automatic,222088
Toyota,Tacom,19995,2008,like new,6 ,gas,104232.0,automatic,167744
Toyota,Avalon Limited Sedan 4D,38590,2020,good,6 ,gas,9783.0,other,15744
Toyota,Highlander,12997,2008,excellent,6 ,gas,119195.0,automatic,191825
Toyota,Avalon Limited Sedan 4D,38590,2020,good,6 ,other,3249.0,other,5228
Toyota,Camry,3850,2013,,4 ,gas,132467.0,automatic,213184
Toyota,Corolla,2650,2010,,4 ,gas,168003.0,automatic,270373
Toyota,Corolla,2995,2013,,4 ,gas,133843.0,automatic,215398
Toyota,Avalon Limited Sedan 4D,37990,2020,good,6 ,gas,8628.0,other,13885
Honda,Cr-V,25345,2019,,4 ,gas,5204.0,automatic,8375
